type,date,shop,category,name,amount,price
buy,2020-11-13,ТГК-2,Посуда,Миска «Русская» малая,5,706.65
buy,2020-11-15,"ЗАО «Исаков, Блохина и Зайцева»",Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,2,361.31
sale,2020-11-02,Крокус,,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,4,162.56
sale,2020-11-07,"РАО «Брагина, Русакова и Кошелев»",Инструменты,Система выравнивания плитки «ПСВП»,6,8.31
buy,2020-11-05,"РАО «Брагина, Русакова и Кошелев»",Инструменты,Система выравнивания плитки «ПСВП»,5,32.16
sale,2020-11-13,"РАО «Брагина, Русакова и Кошелев»",Инструменты,Система выравнивания плитки «ПСВП»,10,72.0
buy,2020-11-04,Крокус,Инструменты,Домкрат ромбический с резиновой опорой TUNDRA,4,5785.77
sale,2020-11-10,ООО «Дьячкова Коновалов»,,Ручка шариковая MAZARi Silvano Smart Ink,3,385.68
buy,2020-11-06,"ЗАО «Исаков, Блохина и Зайцева»",Мебель,Стол раскладной Ялта-1,10,10585.42
buy,2020-11-19,Крокус,Мебель,Ручка скоба РС109,10,1759.64
buy,2020-11-21,ООО «Дьячкова Коновалов»,Мебель,Стол раскладной Ялта-1,6,17366.97
buy,2020-11-07,Крокус,,Ручка шариковая MAZARi Silvano Smart Ink,2,130.32
sale,2020-11-11,Крокус,Посуда,Миска «Русская» малая,9,614.04
sale,2020-11-04,ТГК-2,Электротовары,Умный встраиваемый  выключатель HIPER,8,373.56
buy,2020-11-11,ТГК-2,Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,6,17.93
sale,2020-11-14,ТГК-2,,Пельмени «Башкирские»,6,1633.22
sale,2020-11-17,"РАО «Брагина, Русакова и Кошелев»",Мебель,Корзина сетчатая навесная на полку,6,118.18
sale,2020-11-01,"ЗАО «Исаков, Блохина и Зайцева»",Быловая химия,Жидкий кислород Planet Aquafair,9,166.82
buy,2020-11-13,"ЗАО «Исаков, Блохина и Зайцева»",Электротовары,Умный встраиваемый  выключатель HIPER,10,100.56
buy,2020-11-08,"ЗАО «Исаков, Блохина и Зайцева»",Электротовары,Фонарь ручной «Контраст»,3,1512.36
sale,2020-11-23,"РАО «Брагина, Русакова и Кошелев»",,Игрушка надувная Меч череп,7,1837.71
sale,2020-11-04,ТГК-2,,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,5,100.67
buy,2020-11-24,"ЗАО «Исаков, Блохина и Зайцева»",Электротовары,Фонарь ручной «Контраст»,6,758.69
sale,2020-11-05,"РАО «Брагина, Русакова и Кошелев»",Быловая химия,Универсальное моющее средство «Выгодная уборка»,10,94.17
buy,2020-11-25,Крокус,Посуда,Набор ножей «Overlord»,7,2373.19
buy,2020-11-02,"ЗАО «Исаков, Блохина и Зайцева»",Инструменты,Круг отрезной по металлу TSUNAMI,5,3848.05
sale,2020-11-10,Крокус,Мебель,Корзина сетчатая навесная на полку,5,50.01
buy,2020-11-27,"ЗАО «Исаков, Блохина и Зайцева»",Быловая химия,Жидкий кислород Planet Aquafair,3,1379.08
sale,2020-11-14,ООО «Дьячкова Коновалов»,,Альбом для монет «Деньги Мира»,5,21.45
buy,2020-11-03,Крокус,Электротовары,Фонарь ручной «Контраст»,5,1369.64
sale,2020-11-15,ТГК-2,Мебель,Корзина сетчатая навесная на полку,1,240.0
sale,2020-11-11,ТГК-2,,Альбом для монет «Деньги Мира»,9,5886.11
buy,2020-11-23,Крокус,,Игрушка надувная Меч череп,5,22439.65
sale,2020-11-14,"ЗАО «Исаков, Блохина и Зайцева»",,Ручка шариковая MAZARi Silvano Smart Ink,1,1685.6
buy,2020-11-10,Крокус,Посуда,Набор ножей «Overlord»,3,14.48
buy,2020-11-24,ООО «Дьячкова Коновалов»,,Ручка шариковая MAZARi Silvano Smart Ink,10,621.75
buy,2020-11-11,ООО «Дьячкова Коновалов»,Мебель,Корзина сетчатая навесная на полку,9,50.45
sale,2020-11-10,"РАО «Брагина, Русакова и Кошелев»",Электротовары,Зарядное устройство GP U411,3,70.65
buy,2020-11-20,ООО «Дьячкова Коновалов»,Мебель,Корзина сетчатая навесная на полку,7,2067.88
sale,2020-11-23,"РАО «Брагина, Русакова и Кошелев»",,Пельмени «Башкирские»,9,559.44
sale,2020-11-13,ТГК-2,Быловая химия,Универсальное моющее средство «Выгодная уборка»,10,558.23
buy,2020-11-15,Крокус,,Ручка шариковая MAZARi Silvano Smart Ink,5,3937.9
sale,2020-11-03,ООО «Дьячкова Коновалов»,Мебель,Корзина сетчатая навесная на полку,4,3036.81
buy,2020-11-17,ТГК-2,Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,3,4980.86
sale,2020-11-29,"РАО «Брагина, Русакова и Кошелев»",,Ручка шариковая MAZARi Silvano Smart Ink,1,1136.23
buy,2020-11-02,"РАО «Брагина, Русакова и Кошелев»",,Пельмени «Башкирские»,4,6552.29
sale,2020-11-25,Крокус,,Альбом для монет «Деньги Мира»,10,9182.11
sale,2020-11-29,ТГК-2,Быловая химия,Жидкий кислород Planet Aquafair,8,923.87
sale,2020-11-11,Крокус,Мебель,Корзина сетчатая навесная на полку,6,7365.34
buy,2020-11-06,"ЗАО «Исаков, Блохина и Зайцева»",,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,9,1227.0
buy,2020-11-22,"ЗАО «Исаков, Блохина и Зайцева»",Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,5,37.63
buy,2020-11-10,Крокус,,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,2,230.45
buy,2020-11-21,"ЗАО «Исаков, Блохина и Зайцева»",Электротовары,Зарядное устройство GP U411,2,1889.06
buy,2020-11-06,ТГК-2,Мебель,Ручка скоба РС109,6,824.01
sale,2020-11-16,"РАО «Брагина, Русакова и Кошелев»",,Ручка шариковая MAZARi Silvano Smart Ink,2,2173.39
sale,2020-11-01,ТГК-2,Мебель,Стол раскладной Ялта-1,7,8164.3
buy,2020-11-30,Крокус,,Игрушка надувная Меч череп,7,107.52
buy,2020-11-25,"ЗАО «Исаков, Блохина и Зайцева»",Посуда,Сковорода блинная Гранит,2,82.8
sale,2020-11-21,ТГК-2,Инструменты,Круг отрезной по металлу TSUNAMI,8,124.91
buy,2020-11-23,"ЗАО «Исаков, Блохина и Зайцева»",Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,2,1051.91
sale,2020-11-05,ООО «Дьячкова Коновалов»,Посуда,Сковорода блинная Гранит,3,2772.47
sale,2020-11-21,ТГК-2,,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,6,328.28
sale,2020-11-20,Крокус,,Пельмени «Башкирские»,8,88.4
sale,2020-11-14,"ЗАО «Исаков, Блохина и Зайцева»",,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,8,2589.34
buy,2020-11-23,ООО «Дьячкова Коновалов»,,Пельмени «Башкирские»,6,670.8
buy,2020-11-22,ООО «Дьячкова Коновалов»,Инструменты,Круг отрезной по металлу TSUNAMI,6,82.77
buy,2020-11-24,ООО «Дьячкова Коновалов»,Быловая химия,Универсальное моющее средство «Выгодная уборка»,1,4.4
sale,2020-11-16,ТГК-2,Инструменты,Домкрат ромбический с резиновой опорой TUNDRA,2,113.47
sale,2020-11-02,Крокус,,Игрушка надувная Меч череп,8,43.75
sale,2020-11-17,Крокус,Электротовары,Умный встраиваемый  выключатель HIPER,7,388.38
buy,2020-11-11,ТГК-2,Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,1,5826.9
sale,2020-11-08,ООО «Дьячкова Коновалов»,Инструменты,Круг отрезной по металлу TSUNAMI,4,17642.07
sale,2020-11-04,ООО «Дьячкова Коновалов»,,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,9,45.98
sale,2020-11-14,ТГК-2,Инструменты,Круг отрезной по металлу TSUNAMI,5,233.88
sale,2020-11-20,Крокус,,Пельмени «Башкирские»,5,1173.1
buy,2020-11-15,"РАО «Брагина, Русакова и Кошелев»",Электротовары,Зарядное устройство GP U411,1,7845.91
sale,2020-11-11,ООО «Дьячкова Коновалов»,Инструменты,Круг отрезной по металлу TSUNAMI,6,6039.58
sale,2020-11-17,Крокус,Инструменты,Домкрат ромбический с резиновой опорой TUNDRA,3,104.22
buy,2020-11-22,ТГК-2,Мебель,Ручка скоба РС109,9,1113.62
sale,2020-11-01,ООО «Дьячкова Коновалов»,,Ручка шариковая MAZARi Silvano Smart Ink,6,78.3
buy,2020-11-08,Крокус,Быловая химия,Универсальное моющее средство «Выгодная уборка»,7,980.79
sale,2020-11-18,"РАО «Брагина, Русакова и Кошелев»",Мебель,Корзина сетчатая навесная на полку,7,746.43
buy,2020-11-27,"РАО «Брагина, Русакова и Кошелев»",Мебель,Корзина сетчатая навесная на полку,7,64.8
buy,2020-11-07,Крокус,Мебель,Корзина сетчатая навесная на полку,5,1171.19
sale,2020-11-07,ТГК-2,Мебель,Стол раскладной Ялта-1,7,1673.85
sale,2020-11-16,"РАО «Брагина, Русакова и Кошелев»",,Пельмени «Башкирские»,10,1427.65
buy,2020-11-29,"ЗАО «Исаков, Блохина и Зайцева»",Мебель,Ручка скоба РС109,4,42.99
sale,2020-11-29,Крокус,Посуда,Сковорода блинная Гранит,1,555.96
buy,2020-11-25,"РАО «Брагина, Русакова и Кошелев»",Электротовары,Умный встраиваемый  выключатель HIPER,10,157.45
buy,2020-11-08,ТГК-2,Посуда,Сковорода блинная Гранит,2,73.44
buy,2020-11-05,"РАО «Брагина, Русакова и Кошелев»",Посуда,Набор ножей «Overlord»,9,15.47
sale,2020-11-12,ТГК-2,Быловая химия,Жидкий кислород Planet Aquafair,10,443.89
sale,2020-11-21,Крокус,Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,2,99.66
buy,2020-11-18,"ЗАО «Исаков, Блохина и Зайцева»",,Ручка шариковая MAZARi Silvano Smart Ink,1,17932.4
sale,2020-11-15,"РАО «Брагина, Русакова и Кошелев»",Быловая химия,Жидкий кислород Planet Aquafair,2,4.16
buy,2020-11-10,ООО «Дьячкова Коновалов»,,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,7,1217.68
sale,2020-11-15,ООО «Дьячкова Коновалов»,Посуда,Миска «Русская» малая,5,3204.92
buy,2020-11-23,Крокус,Посуда,Сковорода блинная Гранит,1,83.47
sale,2020-11-22,ООО «Дьячкова Коновалов»,Электротовары,Фонарь ручной «Контраст»,5,2926.92
sale,2020-11-14,ТГК-2,Быловая химия,Универсальное моющее средство «Выгодная уборка»,3,5554.5
sale,2020-11-22,"РАО «Брагина, Русакова и Кошелев»",Электротовары,Фонарь ручной «Контраст»,3,14757.96
buy,2020-11-19,"РАО «Брагина, Русакова и Кошелев»",Мебель,Ручка скоба РС109,1,1549.25
sale,2020-11-04,"РАО «Брагина, Русакова и Кошелев»",Быловая химия,Жидкий кислород Planet Aquafair,3,3610.85
sale,2020-11-14,ТГК-2,,Игрушка надувная Меч череп,10,574.14
sale,2020-11-29,"ЗАО «Исаков, Блохина и Зайцева»",,Пельмени «Башкирские»,10,751.31
buy,2020-11-06,ООО «Дьячкова Коновалов»,Инструменты,Домкрат ромбический с резиновой опорой TUNDRA,2,38.62
buy,2020-11-06,"ЗАО «Исаков, Блохина и Зайцева»",,Игрушка надувная Меч череп,7,91.54
buy,2020-11-06,ООО «Дьячкова Коновалов»,Электротовары,Умный встраиваемый  выключатель HIPER,10,3431.44
sale,2020-11-16,ООО «Дьячкова Коновалов»,,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,4,7659.79
buy,2020-11-21,ООО «Дьячкова Коновалов»,,Ручка шариковая MAZARi Silvano Smart Ink,7,87.46
sale,2020-11-02,ООО «Дьячкова Коновалов»,Электротовары,Умный встраиваемый  выключатель HIPER,7,6103.41
buy,2020-11-08,ООО «Дьячкова Коновалов»,Инструменты,Система выравнивания плитки «ПСВП»,6,12068.77
sale,2020-11-20,ТГК-2,Инструменты,Система выравнивания плитки «ПСВП»,1,853.29
buy,2020-11-19,"ЗАО «Исаков, Блохина и Зайцева»",Инструменты,Система выравнивания плитки «ПСВП»,3,1869.05
buy,2020-11-22,Крокус,Инструменты,Система выравнивания плитки «ПСВП»,5,61.24
sale,2020-11-29,ООО «Дьячкова Коновалов»,Быловая химия,Универсальное моющее средство «Выгодная уборка»,9,13705.02
buy,2020-11-30,"РАО «Брагина, Русакова и Кошелев»",Электротовары,Зарядное устройство GP U411,2,56.55
sale,2020-11-11,ООО «Дьячкова Коновалов»,,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,6,15.41
sale,2020-11-22,ООО «Дьячкова Коновалов»,Электротовары,Фонарь ручной «Контраст»,7,105.25
buy,2020-11-21,ООО «Дьячкова Коновалов»,Инструменты,Система выравнивания плитки «ПСВП»,2,1603.4
sale,2020-11-07,ТГК-2,Мебель,Ручка скоба РС109,1,2711.32
sale,2020-11-01,"РАО «Брагина, Русакова и Кошелев»",Посуда,Сковорода блинная Гранит,5,7.07
buy,2020-11-27,Крокус,Электротовары,Умный встраиваемый  выключатель HIPER,6,66.68
buy,2020-11-17,"РАО «Брагина, Русакова и Кошелев»",Посуда,Набор ножей «Overlord»,4,71.85
sale,2020-11-09,Крокус,Мебель,Ручка скоба РС109,5,9264.58
sale,2020-11-25,Крокус,Посуда,Сковорода блинная Гранит,6,60.97
buy,2020-11-21,"ЗАО «Исаков, Блохина и Зайцева»",,Альбом для монет «Деньги Мира»,3,2059.57
buy,2020-11-12,"ЗАО «Исаков, Блохина и Зайцева»",Инструменты,Круг отрезной по металлу TSUNAMI,4,5830.85
sale,2020-11-25,"РАО «Брагина, Русакова и Кошелев»",Мебель,Корзина сетчатая навесная на полку,10,12261.1
buy,2020-11-19,ТГК-2,,Игрушка надувная Меч череп,1,32.01
buy,2020-11-06,"РАО «Брагина, Русакова и Кошелев»",Электротовары,Фонарь ручной «Контраст»,5,31.61
sale,2020-11-11,"ЗАО «Исаков, Блохина и Зайцева»",Инструменты,Система выравнивания плитки «ПСВП»,2,75.93
buy,2020-11-28,"ЗАО «Исаков, Блохина и Зайцева»",Посуда,Сковорода блинная Гранит,2,8317.08
buy,2020-11-23,"ЗАО «Исаков, Блохина и Зайцева»",Мебель,Корзина сетчатая навесная на полку,5,19.55
buy,2020-11-09,ООО «Дьячкова Коновалов»,,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,5,11072.77
sale,2020-11-08,"ЗАО «Исаков, Блохина и Зайцева»",,Пельмени «Башкирские»,5,213.27
buy,2020-11-28,Крокус,Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,10,44.52
sale,2020-11-04,Крокус,Электротовары,Фонарь ручной «Контраст»,10,482.42
buy,2020-11-12,Крокус,Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,9,261.75
sale,2020-11-30,"РАО «Брагина, Русакова и Кошелев»",Инструменты,Система выравнивания плитки «ПСВП»,5,193.36
buy,2020-11-24,ООО «Дьячкова Коновалов»,Электротовары,Умный встраиваемый  выключатель HIPER,8,39.9
sale,2020-11-05,"ЗАО «Исаков, Блохина и Зайцева»",Посуда,Миска «Русская» малая,4,8938.45
buy,2020-11-09,Крокус,Посуда,Миска «Русская» малая,3,826.37
buy,2020-11-09,ООО «Дьячкова Коновалов»,,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,2,5932.07
buy,2020-11-06,Крокус,,Пельмени «Башкирские»,10,164.12
buy,2020-11-15,ООО «Дьячкова Коновалов»,,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,10,73.37
buy,2020-11-09,ООО «Дьячкова Коновалов»,,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,1,212.32
sale,2020-11-24,ТГК-2,Посуда,Миска «Русская» малая,7,204.3
sale,2020-11-09,ТГК-2,Электротовары,Умный встраиваемый  выключатель HIPER,8,3567.95
buy,2020-11-30,ООО «Дьячкова Коновалов»,,Альбом для монет «Деньги Мира»,8,774.1
sale,2020-11-28,ООО «Дьячкова Коновалов»,Электротовары,Зарядное устройство GP U411,4,1.81
sale,2020-11-30,"РАО «Брагина, Русакова и Кошелев»",Быловая химия,Жидкий кислород Planet Aquafair,1,42.29
sale,2020-11-23,Крокус,Быловая химия,Универсальное моющее средство «Выгодная уборка»,2,4718.49
buy,2020-11-04,Крокус,Инструменты,Домкрат ромбический с резиновой опорой TUNDRA,10,9754.67
buy,2020-11-25,Крокус,Инструменты,Домкрат ромбический с резиновой опорой TUNDRA,9,3297.87
buy,2020-11-19,"ЗАО «Исаков, Блохина и Зайцева»",Посуда,Миска «Русская» малая,6,132.44
buy,2020-11-21,"ЗАО «Исаков, Блохина и Зайцева»",Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,7,290.45
buy,2020-11-14,Крокус,Посуда,Миска «Русская» малая,9,104.25
buy,2020-11-08,ООО «Дьячкова Коновалов»,Посуда,Миска «Русская» малая,7,2479.99
buy,2020-11-26,ООО «Дьячкова Коновалов»,Электротовары,Умный встраиваемый  выключатель HIPER,1,4815.31
buy,2020-11-03,"ЗАО «Исаков, Блохина и Зайцева»",Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,6,29.87
sale,2020-11-03,Крокус,Мебель,Стол раскладной Ялта-1,7,545.46
sale,2020-11-03,Крокус,,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,1,444.49
sale,2020-11-28,ТГК-2,Электротовары,Умный встраиваемый  выключатель HIPER,10,179.41
sale,2020-11-12,"ЗАО «Исаков, Блохина и Зайцева»",Мебель,Стол раскладной Ялта-1,8,1337.68
buy,2020-11-18,ТГК-2,Посуда,Набор ножей «Overlord»,9,2221.52
buy,2020-11-28,ООО «Дьячкова Коновалов»,Мебель,Корзина сетчатая навесная на полку,7,9026.34
buy,2020-11-19,"ЗАО «Исаков, Блохина и Зайцева»",,Альбом для монет «Деньги Мира»,10,5441.03
buy,2020-11-18,"ЗАО «Исаков, Блохина и Зайцева»",Инструменты,Домкрат ромбический с резиновой опорой TUNDRA,3,719.34
